company_name,review_title,review_text,review_stars
-130964352770094162,Tienda de confianza,"Desde el primer momento, sentimos una gran atención y profesionalidad por parte de OyeApple, asesorándonos en la elección del iPhone y ofertándonos las mejores opciones, gracias.",5
-130964352770094162,100% Recomendable,"Calidad precio, es lo más, envio super rápido.",5
-130964352770094162,NO COMPRÉIS!!,"NO COMPRÉIS!!! Vuelvo a escribir si, para que quien dude en comprar o no en esta página antes investigue sobre este sitio, la dirección de almussafes
( valencia) es falsa, me han devuelto la carta certificada de mi reclamación ya que no existe tal empresa en tal lugar, el número de cuenta dnd ingresas el dinero es en Londres, no en España, el CIF de empresa también es falso y no puedes comunicarte con ellos por teléfono, ya que no hay ningún teléfono,a mi me han robado 517€, ya he puesto una denuncia y solo espero que de algo sirva mi opinión porque no es justo que te roben como esta gente ha hecho conmigo y supongo que con muchos más....",1
-130964352770094162,Contento por el servicio,Mi novia llevaba mucho tiempo hablandome sobre esta marca que había conocido a través de instagram. Le regalé un iPhone 11 en estas Navidades y he de decir que fue un acierto por lo que mi experiencia ha sido buena y me gustaría comunicarlo a través de este tipo de plataformas.,5
810987099296161669,Excelente servicio,"Excelente servicio, e muy practico poder estudiar desde casa en estos tiempos",5
4010039205789901576,Nos dejaron tirados a la hora de…,"Nos dejaron tirados a la hora de recogernos para ir al aeropuerto. Te llaman el día antes para que seas previsor y reserves con antelación el desplazamiento (4 horas en mi caso) y ellos no son capaces de prevenir el estado del trafico cuando tienen que recoger a un cliente a una hora concreta.
Lamentable. Al final tuve que buscarme la vida para llegar a ultima hora.",1
4010039205789901576,Eduardo,Muy puntual y todo muy correcto,4
-2426483086756192334,Bad experience 😪,Bad experience 😪,5
-2965462319800356740,Destaca la atencion telefonica,Lo mejor es poder llamar para hacer una consulta concreten y que la atencion sea rápida y persona.,5
54181468452856228,Perfecto todo.,Perfecto todo.,5
-5193409880428030317,El sitio tiene problemas con SEO,El sitio tiene problemas con SEO,2
54181468452856228,SOBRESALIENTE,Llevo mas de dos años comprando online con Vapo y desde luego son los mejores que he conocido. Un 10 en rapidez y atención cuando necesitas hablar con ellos.,5
-7703352264453752347,Falsa. Exige un pago externo para realizar el retiro,"Al registrarme, ya le puse 1 estrella por la apariencia.
y unos dias despues, mi sospecha se confirma..
Exige el pago de 0.001 BTC para efectuar el retiro, eso o que pagues un plan, ya que el ""fee"" (entre comillas por que en realidad lo considero un robo, una estafa) seria solo aplicable a usuarios gratuitos

Pd: La Extension de Metamask advierte que esta pagina puede ser peligrosa",1
-2468003684007779956,Fraude. TE COBRAN DINERO SIN AUTORIZACION,"Buenas noches. Subo este comentario unos meses después de lo ocurrido. Nynge.com es una página fraude que a través de ofertas con desinformación que es capaz de cobrar dinero a sus clientes con la excusa de haber aceptado formar parte de sus miembros vip, solo por haber hecho una compra de algun producto o haber partipado en una oferta en lo que no lo especificaba.
A mi me sucedió esto. Hice una compra de un producto y a los 10 días vi que de la nada me habían cobrado 39 euros (que no tenía nada que ver con el precio del producto ni su compra) sin que yo lo permitiese. Por lo tanto, me puse en contacto con Nynge a través de un correo. Pero no me hicieron caso  hasta que no subí aqui una mala opinión de su empresa fraudulenta. Por lo que se pusieron en contacto conmigo y me dijeron que si borraba mi comentario me devolverían mi dinero. Lo hice, y me dijeron que tardaría como mucho 10 días. Un mes después de que me lo prometieran, aqui estoy escribiendoles esto. 
Debido a su tardanza, hace unas semanas intente ponerme en contacto con ellos,pero parece ser que ahora su página web no existe ni tampoco su correo.
Espero que os sirva esta review de Nynge.com para que no compreis sus productos y no os suceda lo que a mi.",1
4917491774260051474,Buena reseña,El producto llega en los plazos establecidos.,4
-7038342352160572849,rapido ed efficiente,rapido ed efficiente,4
-3259053351790943573,Kan kun anbefale TrustBuddy!,"Mega nice service:-)

Jesper",5
-476695096103348499,Lástima que se haya ido...,"Era un buen sitio, llegué a retirar 2 veces y el mínimo se alcanzaba rápido, lástima que haya cerrado, fue una gran página en su momento, pagaban bien pero cayó con el tiempo.",4
-476695096103348499,les iba a poner 5 estrellas por q si…,les iba a poner 5 estrellas por q si pagaba pero resulta q dejo de funcionar y ya lleva varios dias asi,3
-476695096103348499,Hasta hoy funcionaba perfectamente pero…,Hasta hoy funcionaba perfectamente pero de un dia a esta parte ha desaparecido de funcionamiento. Alguien sabe algo?,3
9100525649771137922,ECCELLENTE !!!,ECCELLENTE !!!,5
1491691703517561343,Fornitore affidabile,Esperienza positiva,5
-1038584032044167479,Estaba muy feliz,"Estaba muy feliz
Las flores se entregadon dentro del plazo deseado y se veian muy bien
Respondimos a mi preguntomuy rapidamente",5
4917491774260051474,Excelente!!,"Excelente!!! Mi cámara ha llegado perfectamente. Todo genial,estoy muy satisfecho con Ganga Electrónica.",5
-1038584032044167479,muy buen servicios,"muy buen servicios, cumplidores y atentos,
las flores divinas",5
54181468452856228,Buen producto y precio.,"Buen producto y precio.
Tiempo de entrega excelente.
Lo recomiendo.",5
54181468452856228,Muy buena relación precio y calidad,"Muy buena relación precio y calidad, grandes profesionales y atención con el cliente.",5
-1781125508408217895,Veloce ed efficace,Veloce ed efficace,5
54181468452856228,Un buen producto,"Un buen producto, líquidos a bien precio y de bastante calidad, gracias",5
54181468452856228,Rapidez en la entrega de los pedidos,Rapidez en la entrega de los pedidos. Buena opinión en general con todo,5
54181468452856228,Servicio exelente y productos de alta…,Servicio exelente y productos de alta calidad.,5
54181468452856228,Todo perfecto,Como siempre un servicio perfecto,5
54181468452856228,Muy buena atención al cliente,"Muy buena atención al cliente. El producto , muy a mi gusto por el precio que pague,  No tardo nada, en llegar me. Y todo correcto , probablemente vuelva a comprar aquí , sigan a si saludos",5
54181468452856228,Perfecto como siempre,Perfecto como siempre,5
54181468452856228,Entrega rápida,"Entrega rápida, eficiente y siempre tienen lo que necesito.",5
54181468452856228,Todo correcto y rapidísimo,"Todo correcto y rapidísimo, como siempre!",5
54181468452856228,Todo correcto,"Todo correcto, como siempre",5
54181468452856228,entrega muy ràpida,"muy buena comunicación, entrega muy ràpida",5
54181468452856228,Perfecto rapido,Perfecto rapido,5
54181468452856228,Me llego todo lo que pedí muy bien…,"Me llego todo lo que pedí muy bien envuelto, volvería a comprar en VAPO.",5
54181468452856228,Excelente servicio,Envío muy rápido y una amplísima selección de productos para el vapeo.,5
54181468452856228,Siempre contento con su servicio,Siempre contento con su servicio. Rápido y siempre exacto. Muchas gracias.,5
54181468452856228,Todo genial,Todo genial. Ha llegado el pedido bien. 100% recomendable,5
54181468452856228,Dos productos llegaron abiertos un…,Dos productos llegaron abiertos un líquido perdió parte de su contenido,2
54181468452856228,Buena variedad en liquidos y sin…,Buena variedad en liquidos y sin problemas con las entregas,4
54181468452856228,Excelente servicio.,Primer pedido online en esta tienda y ha sido excelente. Todos los productos que me enviaron eran correctos. Mucha rapidez de envío y muy bien empaquetado.,5
54181468452856228,Entrega rápida,Entrega rápida. Buen servicio.,5
-2124406236120246721,Excelente experiencia,"Excelente experiencia! El personal súper profesional y muy atentos . Recibí una orientación la cual aclaró todas mi dudas. Más que agradecida y contenta con su personal y la experiencia . Muchas gracias !!!
Puerto Rico 🇵🇷",5
1953084820859317133,Merciiiiiiiiiiiiiiiiiiiiiiii:),Vuos ètes especial!!,5
3466423925241476320,La verdad la pagina era buena,"Murio la pagina, lastimosamente de las mejore ptc.",1
3466423925241476320,Pagaba demasiado por muy poco,"6/1/21:
""Recibido primer pago de 16k sats=5.7USD
Hice el retiro el viernes y me llegó hoy, miércoles, entendible que tardara, por el fin de semana.
Muy fácil y rápido, muy recomendada por mi, cuando haga mas retiros, los incluiré en esta reseña.""

11/2:
La pagina dejo de funcionar poco despues de que realizara mi retiro, y yo que pensaba acumular un poco mas, lastima que se fue, era la favorita de muchos, pagaba demasiado por muy poco.",3
3466423925241476320,Este sitio se ha convertido en una…,"Este sitio se ha convertido en una estafa aleatoria. Ellos mantienen un grupo de cuentas que le pagan y el resto las supenden por cualquier motivo y a pesar que los usuarios hicieron el trabajo durante dias, no los retribuyen y se quedan con las ganancias. Es uno de los peores sitio donde he trabajado. A mi amiga le aprobaron  el pago y luego a las 2 horas la suspendieron y le recharon el pago y tengo los correos que lo prueban. No lo recominendo para nada.",1
8819845052351435400,CALIDAD EN TODOS LOS ASPECTOS,"No tengo dudas, ante una comparación de calidad/precio con otras empresas, aunque salga un poco mas cara vale la pensa la seguridad que he tenido.",4
-6695004578012601230,Efficient,Efficient - no problems,5
7147639721072035447,Unos vendedores muy competentes y…,"Unos vendedores muy competentes y profesionales. Han tenido mucho cuidado con los artículos y las figuras son de muy buena calidad. El único pero es que deben de informar del pago adicional de aduanas para que te puedan entregar el pedido. Pero todo perfecto, desde luego que recomiendo esta tienda si te gusta mucho el manga. Muchísimas gracias!",5
-9087215291917093649,Poco serio,"Estoy esperando un paquete desde hace unos 4 días, me mandan sms diciéndome que no han podido entregármelo.
He llamado a atención al cliente pero me sale un contestador y no reconoce mi teléfono. He cambiado mi dirección desde el enlace, pero nada, me siguen mandando sms diciendo que no han podido entregar el paquete. Sigo esperando en casa.
Que horror.",1
-7703352264453752347,Pago de la cuota de mantenimiento y te cambian,He pagado la cuota de mantenimiento y al momento de pagar no se refleja el pago de confirmación en la pagina luego de reclamar y obtener las prueba como captura de pantalla del proceso de pago y enviar email a la compañía dicha dirección de la billetera de pago por la cuota fees se cambio estafa total.,1
-424980791852113415,Increíblemente fácil ahorrar en Indexa,Increíblemente fácil ahorrar en Indexa. Filosofía Bogle total: haces tus aportaciones y te olvidas. Inversión en buenas manos.,5
-1038584032044167479,Muchas Gracias¡,"Muchas Gracias¡. un servicio rápido y eficiente. Yo pude hacer la compra a último momento y Uds. cumplieron en tiempo y forma.

Gracias¡",5
2711706314085681993,"Overzichtelijk ,goed  gedocumenteerd, snel",Prima concept,4
-1861209919479952459,Rapido y economico,Rapido y economico,5
-1861209919479952459,Me gusta,"Me gusta, es comodo y rapido",4
-1861209919479952459,Yo hw echo una compra me costo 50% mas …,"Yo hw echo una compra me costo 50% mas barato sevicio excelente te contestan las preguntas y super rapido a mi me tardo la pieza 48,horas  vale la pena",5
4917491774260051474,Todo perfecto,Todo perfecto,5
54181468452856228,Sois geniales os recomiendo,Sois geniales os recomiendo,5
6729889272036490090,Nefastos,"Nefastos, me llaman para entregar un paquete y no me lo dejan, me dicen que me llegará un mail para recogerlo pero no me llega nada, llamo al telefono por que no sé que paquete es y no me atiende nadie si no tengo el codigo, mando mail y no me contestan, no es la primera vez que me sucede esto con esta compañia",1
-6733092649999507646,risposta esauriente,risposta esauriente,5
-6900196241881827307,VALUTAZIONE,VELOCE E PRODOTTI ECCELLENTI,5
7454778133342201727,Facil e rapido,Facil e rapido,4
54181468452856228,Perfecto,"Bien los productos, y excelente el envío. Perfecto",5
2958173961739603464,Todo perfecto.,Todo perfecto.,5
-9087215291917093649,Pésima empresa,"No le pongo 0 estrellas porque no me lo permite. Estoy esperando todo el día un paquete y a las 20:30 de la tarde mandan un sms como que no han podido entregarlo. Pero que aclaren que es porque por aquí no ha venido el mensajero. Posible contactar con nadie para que te atiendan. Un lastima que una empresa funcione así. Espero que se la competencia les ponga donde deben estar, en el paro.",1
-8533638679992778236,Snel en correcte levering,Snel en correcte levering,4
-7887532682457234947,Horrible,"Pongo una estrella porque no se puede poner menos. Compré hace 3 meses un vestido que se veía precioso en la foto. Tardó tanto en llegar que ya había mandado 5 mails reclamando, pero por lo del Covid pensé que no era culpa de ellos. Cuando me llegó el paquete, el vestido era tan feo, que no puedo ni regalarlo. Lo pueden comprobar en la foto de perfil, la diferencia es grotesca, y el tejido parece de ropa de disfraz de los chinos, el corte tipo camisón de la niña del exorcista. Es un horror! Me quejé y me proponen una reducción del 15% para mi próxima compra. No sé si reír o llorar.",1
-7887532682457234947,"Impotencia, NO COMPRÉIS!!! Commande HBLQE00008831","Impotencia. Eso es lo q siento. Hice el pedido el 31 de mayo y me incluyeron los gastos de envío ya que fue un pedido de más de 100€. Al formalizar el pago automáticamente salía q el medio de transporte era marítimo y tardaría 1 mes, con lo q se supone q a finales de junio lo tendría. Como en el seguimiento no aparecía nada, les escribí en varias ocasiones y me dijeron q habían separado el pedido en 3. El caso es q no llegaba y me fui de vacaciones. En mi ausencia, en mi buzón me dejaron 2 sobres con 2 pares de pendientes y el paquete con 4 vestidos y 3 collares se lo llevó de vuelta correos. Cuando volví a mi ciudad y fui a recogerlo, me dicen q esa misma mañana lo habían devuelto al remitente por lo q contacté con bloomjulia y me contestan q lLO VAN A DESTRUIR, q los gastos de transporte son muy elevados y q no me devuelven nada. No me han dado ninguna alternativa, ni siquiera me han ofrecido la posibilidad de pagar yo los gastos...no me apetece perder 100€ como es lógico. En ningún momento me escribieron ni llamaron, por lo q no entiendo para qué piden tantos datos al hacer el pedido. Sinceramente me parece una tomadura de pelo y leyendo muchas de las Opiniones veo q no soy la única. BLOOMJULIA ES UN TIMO, NO COMPRÉIS",1
-7887532682457234947,Horrible,"Pongo una estrella porque el 0 no existe. Recibo un vestido después de 3 meses y no tiene nada que ver con el de la foto. Es lo más feo que he visto nunca. Como indemnización me proponen un 15% sobre mi próxima compra (!!!) El vestido es otro, hecho en China, y parece de disfraz barato. Horrible!",1
4276642128372360772,Muy buen servicio y atención personalizada,"He estado con soloautonomos desde el 2019, y doy constancia de que son un servicio muy profesional. Como autónoma era un gran alivio contar con quien me ayudara a procesar todos los impuestos trimestrales, y además contar con la guía de un asesor personal. ¡Indispensable cuando se trabaja por cuenta propia!",4
2322198323793258368,Goede services,Goede services,5
-8669971116249890937,Han pasado casi 5 meses desde Enero que…,"Han pasado casi 5 meses desde Enero que se solicito un repuesto de una tapa de tambor para lavadora Candy y siempre responden que están en contacto con el proveedor y que en unos días será enviado el repuesto, mensajes recurrentes cambiando la fecha con el mismo fin, el repuesto nunca esta disponible y no se ve ninguna voluntad por la empresa en prestar el servicio requerido para gestionar su envío en el plazo indicado.

No puedo valorar 0 estrellas, pero desaconsejo completamente la empresa y desistimiento inmediato del repuesto solicitado por no poder cumplir su compromiso.",1
-8669971116249890937,Llego a tiempo la mercancía,"Llego a tiempo la mercancía, y está de buena calidad.",4
-8669971116249890937,Encontre la pieza que necesitaba para…,Encontre la pieza que necesitaba para mi lavadora y muy bien...,5
-8669971116249890937,todo ok,todo correcto,5
-8669971116249890937,El servicio ha sido rápido y eficaz,El servicio ha sido rápido y eficaz,5
-8669971116249890937,Servicio rápido y eficiente,Servicio rápido y eficiente. Gracias,5
-8669971116249890937,Tardó en llegar pero fue culpa del…,Tardó en llegar pero fue culpa del brexit.por lo demás un diez.,5
-8669971116249890937,Muy buen servicio,Recambios originales tal y como se muestran. Envío rápido. Todo perfecto.,5
-8669971116249890937,Todo perfecto y muy buen contacto .,Todo perfecto y muy buen contacto .,5
-8669971116249890937,Super bien todo.,Super bien todo.,5
-8669971116249890937,Llego antes de lo esperado y era la…,Llego antes de lo esperado y era la pieza solicitada,5
-8669971116249890937,Todo perfecto.,Todo perfecto.,5
-8669971116249890937,Muy buen servicio !!!,"Muy buen servicio !!!
Siempre encontré lo que necesitaba.",5
-8669971116249890937,"NO responden, NO devuelven el dinero","Hice un pedido en Diciembre de 2020, una junta de frigorífico. Venia defectuosa y la devolví, desde entonces estoy reclamando, por email y por la web.  NO se me ha devuelto el dinero NI tengo el pedido. No me responden.
NO lo recomiendo, porque si no te viene bien el artículo, has regalado el dinero.",1
-8669971116249890937,La pieza nunca llegó,"La pieza nunca llegó.  No habia ninguna explicación por el vendedor, a pesar de haber pedido información por el atraso (esperando 3 semanas por la entrega).  Al final me devolvió el dinero.",3
-8669971116249890937,Bien,Todo bien dentro de lo esperado,5
-8669971116249890937,Me llegó el pedido.Gracias,Me llegó el pedido.Gracias,4
-8669971116249890937,No ha venido nada de lo que to encargué…,"No ha venido nada de lo que to encargué y encima no me contestan para devolverlo.
El pedido no cumple con las medidas que pedí, por lo tanto viene erróneos, no me sirve.",1
-5498092999263307995,As described & quick delivery,As described & quick delivery,5
-8062808659168922288,Satisfacción media-baja,"Tardo en llegar muchos más días de lo que ponía , y el libro ha resultado ser más largo , omitiendo cosas en la descripción de la página web que me parecen de gran detalle .",1
-1038584032044167479,Todo perfecto!,"Todo perfecto!
Gracias",5
3922449462576298336,Ok profesional rápido y cuida sus…,Ok profesional rápido y cuida sus clientes,5
264648201732368891,mi experiencia de compra fue muy…,"mi experiencia de compra fue muy satisfactoria, son muy completos y son buenos referetes en el mercado, una cualidad muy buena fue su empaque llego perfecto",5
264648201732368891,Excelente tienda con juguetes de…,"Excelente tienda con juguetes de primera calidad y al mejor precio del mercado, lo que buscas para que tu hijo lo consigues aqui. Lo recomiendo 100%",5
-9087215291917093649,Me mandan un mensaje diciéndome que han…,"Me mandan un mensaje diciéndome que han mandado el paquete y que yo estaba ausente,y es mentira. Mi familia y yo, hemos estado todo el día en casa y el telefonillo, no ha sonado y eso que el mismo funciona bien.",1
-8203365277868313447,Increíble experiencia,"Increíble experiencia obtuve con esta empresa, tienen los mejores préstamos y comisiones, se las recomiendo al 💯",5
-424980791852113415,Llevo 2 años y por ahora todo perfecto,"Llevo 2 años y por ahora todo perfecto, aunque hubo perdidas en 2020 con el tema del covid, pronto se recuperaron y en 2 años llevo una rentabilidad del 15%, así que lo recomiendo.",5
-424980791852113415,La mejor forma de ahorrar e invertir a…,"La mejor forma de ahorrar e invertir a largo plazo. 
Un acierto total.",5
-424980791852113415,Decisión acertada al haber elegido indexa capital,"Desde mi punto de vista es la mejor plataforma para generar ingresos con bajas comisiones y con un gran equipo profesional y una atención al cliente muy buena. 
Olvídate de los bancos que no van a pensar en ti y te van a cobrar comisiones más altas y con menor rendimiento y ante cualquier problema ellos no querrán saber nada.
Yo comparé con otros roboadvisors y aunque también son recomendables me decidí por indexa capital por su transparencia y por sus bajas comisiones.",5
-424980791852113415,Facil de usar,"Facil de usar. La mejor forma de invertir a largo plazo sin grandes conocimientos. Recibes informacion periodicamente. He creado cuentas a mis hijos para que inviertan mes a mes, vean la evolucion y aprendan a ahorrar a largo plazo desde muy jovenes, imprescindible hoy en dia. Rentabilidades pasadas no garantizan rentabilidades futuras.
Muy recomendable.",5
-424980791852113415,Realizan todo el trabajo por ti,"Realizan todo el trabajo por ti. Te mantienen informado mensualmente del estado de tus inversiones. Te aconsejan, como por ejemplo cuando en pandemia se registraron caídas importantes.",5
-424980791852113415,"Contento con el servicio, triste con la evolución.","Estoy contento con el servicio y el resultado recibidos. La prueba de ello es que traspasamos los planes de pensiones de mi mujer y abrió/abrí una cuenta de fondos para mi hija mayor. Todos hacemos aportaciones mensuales.

Al mismo tiempo, estoy triste por la evolución del mismo. 

El motivo de poner una clasificación de solo 3 estrellas es que al ir a abrir una cuenta de fondos para mi hija pequeña, me he encontrado que el mínimo no son 1000 € sino 3000 €.

Uno de los motivos de abrir una cuenta de fondos para mis hijas es aportarles educación financiera, la cual considero más importante que la cantidad invertida. Ellas han tenido que ahorrar más de la cantidad que necesitaban invertir.
Saber que debes invertir una parte de tus ahorros que no vayas a necesitar es clave para poder invertir a largo plazo. Pretender que ahorre más de 3000€ es el triple de tiempo/esfuerzo por su parte. Proporcionar/regalar yo el dinero, no enseña nada.

Considero que una cuenta menor debería facilitar el acceso a este tipo de productos y no crear rechazo, que es lo que se hace al actuar modificando el mínimo de entrada.",3
-424980791852113415,Sencillez,Lo que mas me gusta de invertir en Indexa es la sencillez. Un pequeño test y a partir de ahí todo es automático.,5
-424980791852113415,Estoy encantado porque ves como…,Estoy encantado porque ves como evoluciona tu inversión con calma y mucha trasparencia.,5
-424980791852113415,Muy buena opcion para indexarte,"Es una aplicación genial para invertir de manera indexada y sin preocuparte de qué fondo escoger, rebalanceos y la gestión en general. Su información siempre es muy clara, tienes varios escenarios posibles sobre cómo avanzará tu cartera. Los mensajes suelen ir muy encaminados a hacerte ver que hay riesgo y estar preparado para cuando el mercado caiga. Pero todo es muy claro y transparente. Sin embargo no le doy la maxima puntuacion porque es el segundo año que me envían el mismo mensaje: “Si hubieras invertido x miles de euros más, habrías ganado x miles euros mas”. Ya sabemos que si un fondo está en positivo hubiera ganado más invirtiendo más, pero creo que es desacertado y desalentador para el inversor enviarle mensajes del tipo “esto hubieras conseguido”. Cada uno aporta lo que considera o lo que buenamente puede.",4
-424980791852113415,Gran decisión,"Muy fácil invertir, buenos resultados en una cartera muy diversificada con muy bajas comisiones. No se puede pedir más!",5
-424980791852113415,Cumplen con las expectativas,Cumplen con las expectativas. Información y formación que añade valor. Estoy muy satisfecho después de 2 años de inversión con ellos. De momento ningún pero.,5
-424980791852113415,Ha sido muy fácil invertir con ellos,"Ha sido muy fácil invertir con ellos, explican muy bien que la idea de un robo advisor es la paciencia y el largo plazo, ""time in the market beats timing the market"".",5
-424980791852113415,Tras dos años invirtiendo con Indexa…,"Tras dos años invirtiendo con Indexa Capital mi balance es totalmente positivo. 
Ha resultado sencillo, la información es puntual clara y detallada. Destaca los buenos resultados que he tenido casi siempre, del mismo modo que recuerda y avisa de las posibles y/o pasadas pérdidas que con el confinamiento tuve que asumir.
Relación costes-gestión y resultados de los distintos fondos con que invierto, el mejor!!!",5
-424980791852113415,Satisfaccion con la gestion,"Me parece un sistema muy cómodo, con el que te despreocupas y confias en 
vuestro criterio profesional para invertir, el cual a la vista esta produce resultados positivos",4
-424980791852113415,Absolutamente confiable,Absolutamente confiable. La mejor para inversiones pasivas.,5
-424980791852113415,Resultados espectaculares,"Los resultados son espectaculares. Además, la plataforma es extremadamente sencilla y su newsletter te enseña sobre conceptos básicos de inversión.
No confiaría en otro.",5
-424980791852113415,Muy contento después de dos años con…,"Muy contento después de dos años con ellos. Buen trato, información clara y útil en la plataforma. Y te avisan en todo momento de cualquier cambio. Tanto la web como la app de móvil siempre ha funcionado sin errores. En definitiva, sensación de seguridad y confianza en la gestión de la cartera.",5
-424980791852113415,Sencillez,"Fue fácil de iniciar la actividad con ellos y hay bastante comunicación por parte de Indexa. La aplicación movil es sencilla pero potente, y en lineas generales estoy contento.
Y a nivel de rendimiento más de lo que esperaba,.",5
-424980791852113415,Muy sencillo y cómodo invertir a través…,"Muy sencillo y cómodo invertir a través de Indexa. Proporcionan información sobre la evolución de las inversiones de forma muy clara y fácil de entender.
Resultados satisfactorios de las inversiones en el periodo de 2 años que llevo con ellos.",5
-2191833721669645847,Compra fácil y cómoda,"Como siempre la página de MiFarma es super intuitiva, muy fácil de usar y siempre con muchas ofertas. Es un placer comprar en esta página.",5
-2191833721669645847,Todo OK y esperando recibir el pedido,Todo OK y esperando recibir el pedido,5
-2191833721669645847,El envío siempre es rápido y correcto,"El envío siempre es rápido y correcto. Muy contenta, siempre repito",5
-2191833721669645847,Buen precio en muchos de sus productos,Buen precio en muchos de sus productos. Rapidez en el envío. En general buen servicio.,5
-2191833721669645847,Buen servicio y muy buen precio,Buen servicio y muy buen precio,5
